sku,name,description,price
SKU490,"Product 490","Description for product 490",896
SKU491,"Product 491","Description for product 491",255
SKU492,"Product 492","Description for product 492",838
SKU493,"Product 493","Description for product 493",222
SKU494,"Product 494","Description for product 494",526
SKU495,"Product 495","Description for product 495",487
SKU496,"Product 496","Description for product 496",226
SKU497,"Product 497","Description for product 497",597
SKU498,"Product 498","Description for product 498",360
SKU499,"Product 499","Description for product 499",462
SKU500,"Product 500","Description for product 500",459
SKU501,"Product 501","Description for product 501",686
SKU502,"Product 502","Description for product 502",109
SKU503,"Product 503","Description for product 503",982
SKU504,"Product 504","Description for product 504",617
SKU505,"Product 505","Description for product 505",233
SKU506,"Product 506","Description for product 506",762
SKU507,"Product 507","Description for product 507",234
SKU508,"Product 508","Description for product 508",407
SKU509,"Product 509","Description for product 509",765
SKU510,"Product 510","Description for product 510",297
SKU511,"Product 511","Description for product 511",521
SKU512,"Product 512","Description for product 512",189
SKU513,"Product 513","Description for product 513",594
SKU514,"Product 514","Description for product 514",257
SKU515,"Product 515","Description for product 515",935
SKU516,"Product 516","Description for product 516",751
SKU517,"Product 517","Description for product 517",655
SKU518,"Product 518","Description for product 518",555
SKU519,"Product 519","Description for product 519",620
SKU520,"Product 520","Description for product 520",257
SKU521,"Product 521","Description for product 521",553
SKU522,"Product 522","Description for product 522",321
SKU523,"Product 523","Description for product 523",647
SKU524,"Product 524","Description for product 524",384
SKU525,"Product 525","Description for product 525",427
SKU526,"Product 526","Description for product 526",830
SKU527,"Product 527","Description for product 527",750
SKU528,"Product 528","Description for product 528",907
SKU529,"Product 529","Description for product 529",290
SKU530,"Product 530","Description for product 530",22
SKU531,"Product 531","Description for product 531",409
SKU532,"Product 532","Description for product 532",247
SKU533,"Product 533","Description for product 533",361
SKU534,"Product 534","Description for product 534",166
SKU535,"Product 535","Description for product 535",677
SKU536,"Product 536","Description for product 536",653
SKU537,"Product 537","Description for product 537",849
SKU538,"Product 538","Description for product 538",308
SKU539,"Product 539","Description for product 539",188
SKU540,"Product 540","Description for product 540",184
SKU541,"Product 541","Description for product 541",869
SKU542,"Product 542","Description for product 542",99
SKU543,"Product 543","Description for product 543",381
SKU544,"Product 544","Description for product 544",637
SKU545,"Product 545","Description for product 545",847
SKU546,"Product 546","Description for product 546",565
SKU547,"Product 547","Description for product 547",709
SKU548,"Product 548","Description for product 548",950
SKU549,"Product 549","Description for product 549",31
SKU550,"Product 550","Description for product 550",926
SKU551,"Product 551","Description for product 551",410
SKU552,"Product 552","Description for product 552",344
SKU553,"Product 553","Description for product 553",755
SKU554,"Product 554","Description for product 554",608
SKU555,"Product 555","Description for product 555",670
SKU556,"Product 556","Description for product 556",795
SKU557,"Product 557","Description for product 557",911
SKU558,"Product 558","Description for product 558",696
SKU559,"Product 559","Description for product 559",667
SKU560,"Product 560","Description for product 560",60
SKU561,"Product 561","Description for product 561",442
SKU562,"Product 562","Description for product 562",232
SKU563,"Product 563","Description for product 563",970
SKU564,"Product 564","Description for product 564",650
SKU565,"Product 565","Description for product 565",385
SKU566,"Product 566","Description for product 566",351
SKU567,"Product 567","Description for product 567",133
SKU568,"Product 568","Description for product 568",825
SKU569,"Product 569","Description for product 569",754
SKU570,"Product 570","Description for product 570",116
SKU571,"Product 571","Description for product 571",639
SKU572,"Product 572","Description for product 572",805
SKU573,"Product 573","Description for product 573",243
SKU574,"Product 574","Description for product 574",394
SKU575,"Product 575","Description for product 575",251
SKU576,"Product 576","Description for product 576",125
SKU577,"Product 577","Description for product 577",125
SKU578,"Product 578","Description for product 578",463
SKU579,"Product 579","Description for product 579",99
SKU580,"Product 580","Description for product 580",907
SKU581,"Product 581","Description for product 581",750
SKU582,"Product 582","Description for product 582",336
SKU583,"Product 583","Description for product 583",926
SKU584,"Product 584","Description for product 584",352
SKU585,"Product 585","Description for product 585",469
SKU586,"Product 586","Description for product 586",174
SKU587,"Product 587","Description for product 587",523
SKU588,"Product 588","Description for product 588",470
SKU589,"Product 589","Description for product 589",505
SKU590,"Product 590","Description for product 590",424
SKU591,"Product 591","Description for product 591",547
SKU592,"Product 592","Description for product 592",54
SKU593,"Product 593","Description for product 593",314
SKU594,"Product 594","Description for product 594",190
SKU595,"Product 595","Description for product 595",848
SKU596,"Product 596","Description for product 596",186
SKU597,"Product 597","Description for product 597",526
SKU598,"Product 598","Description for product 598",677
SKU599,"Product 599","Description for product 599",519
SKU600,"Product 600","Description for product 600",34
SKU601,"Product 601","Description for product 601",137
SKU602,"Product 602","Description for product 602",867
SKU603,"Product 603","Description for product 603",784
SKU604,"Product 604","Description for product 604",122
SKU605,"Product 605","Description for product 605",730
SKU606,"Product 606","Description for product 606",848
SKU607,"Product 607","Description for product 607",962
SKU608,"Product 608","Description for product 608",546
SKU609,"Product 609","Description for product 609",877
SKU610,"Product 610","Description for product 610",137
SKU611,"Product 611","Description for product 611",84
SKU612,"Product 612","Description for product 612",109
SKU613,"Product 613","Description for product 613",498
SKU614,"Product 614","Description for product 614",548
SKU615,"Product 615","Description for product 615",62
SKU616,"Product 616","Description for product 616",457
SKU617,"Product 617","Description for product 617",614
SKU618,"Product 618","Description for product 618",197
SKU619,"Product 619","Description for product 619",285
SKU620,"Product 620","Description for product 620",246
SKU621,"Product 621","Description for product 621",951
SKU622,"Product 622","Description for product 622",981
SKU623,"Product 623","Description for product 623",720
SKU624,"Product 624","Description for product 624",707
SKU625,"Product 625","Description for product 625",672
SKU626,"Product 626","Description for product 626",384
SKU627,"Product 627","Description for product 627",307
SKU628,"Product 628","Description for product 628",999
SKU629,"Product 629","Description for product 629",164
SKU630,"Product 630","Description for product 630",250
SKU631,"Product 631","Description for product 631",696
SKU632,"Product 632","Description for product 632",549
SKU633,"Product 633","Description for product 633",654
SKU634,"Product 634","Description for product 634",637
SKU635,"Product 635","Description for product 635",647
SKU636,"Product 636","Description for product 636",160
SKU637,"Product 637","Description for product 637",742
SKU638,"Product 638","Description for product 638",25
SKU639,"Product 639","Description for product 639",580
SKU640,"Product 640","Description for product 640",700
SKU641,"Product 641","Description for product 641",343
SKU642,"Product 642","Description for product 642",666
SKU643,"Product 643","Description for product 643",89
SKU644,"Product 644","Description for product 644",801
SKU645,"Product 645","Description for product 645",339
SKU646,"Product 646","Description for product 646",371
SKU647,"Product 647","Description for product 647",307
SKU648,"Product 648","Description for product 648",140
SKU649,"Product 649","Description for product 649",432
SKU650,"Product 650","Description for product 650",235
SKU651,"Product 651","Description for product 651",779
SKU652,"Product 652","Description for product 652",332
SKU653,"Product 653","Description for product 653",304
SKU654,"Product 654","Description for product 654",838
SKU655,"Product 655","Description for product 655",568
SKU656,"Product 656","Description for product 656",340
SKU657,"Product 657","Description for product 657",214
SKU658,"Product 658","Description for product 658",570
SKU659,"Product 659","Description for product 659",552
SKU660,"Product 660","Description for product 660",799
SKU661,"Product 661","Description for product 661",479
SKU662,"Product 662","Description for product 662",959
SKU663,"Product 663","Description for product 663",816
SKU664,"Product 664","Description for product 664",615
SKU665,"Product 665","Description for product 665",22
SKU666,"Product 666","Description for product 666",424
SKU667,"Product 667","Description for product 667",553
SKU668,"Product 668","Description for product 668",328
SKU669,"Product 669","Description for product 669",921
SKU670,"Product 670","Description for product 670",774
SKU671,"Product 671","Description for product 671",466
SKU672,"Product 672","Description for product 672",197
SKU673,"Product 673","Description for product 673",443
SKU674,"Product 674","Description for product 674",663
SKU675,"Product 675","Description for product 675",979
SKU676,"Product 676","Description for product 676",133
SKU677,"Product 677","Description for product 677",873
SKU678,"Product 678","Description for product 678",989
SKU679,"Product 679","Description for product 679",984
SKU680,"Product 680","Description for product 680",476
SKU681,"Product 681","Description for product 681",241
SKU682,"Product 682","Description for product 682",925
SKU683,"Product 683","Description for product 683",552
SKU684,"Product 684","Description for product 684",647
SKU685,"Product 685","Description for product 685",431
SKU686,"Product 686","Description for product 686",980
SKU687,"Product 687","Description for product 687",122
SKU688,"Product 688","Description for product 688",399
SKU689,"Product 689","Description for product 689",432
SKU690,"Product 690","Description for product 690",635
SKU691,"Product 691","Description for product 691",128
SKU692,"Product 692","Description for product 692",451
SKU693,"Product 693","Description for product 693",483
SKU694,"Product 694","Description for product 694",872
SKU695,"Product 695","Description for product 695",291
SKU696,"Product 696","Description for product 696",377
SKU697,"Product 697","Description for product 697",30
SKU698,"Product 698","Description for product 698",305
SKU699,"Product 699","Description for product 699",63
